co_code,name,industry_type,incorporation_year,nse
108835,JAYPEE HOTELS LTD. [MERGED],Hotels & restaurants,1980.0,JAYPEEHOT
115356,KAMAT HOTELS (INDIA) LTD.,Hotels & restaurants,1986.0,KAMATHOTEL
122625,BYKE HOSPITALITY LTD.,Hotels & restaurants,1990.0,BYKE
136461,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Hotels & restaurants,1996.0,MHRIL
164948,ORIENTAL HOTELS LTD.,Hotels & restaurants,1970.0,ORIENTHOT
178676,PRAJAY ENGINEERS SYNDICATE LTD.,Hotels & restaurants,1994.0,PRAENG
200352,ROYAL ORCHID HOTELS LTD.,Hotels & restaurants,1986.0,ROHLTD
214742,SAVERA INDUSTRIES LTD.,Hotels & restaurants,1969.0,SAVERA
215080,SAYAJI HOTELS LTD.,Hotels & restaurants,1982.0,SAYAJIHOTL
225013,SRI HAVISHA HOSPITALITY & INFRASTRUCTURE LTD.,Hotels & restaurants,1993.0,HAVISHA
232593,SPECIALITY RESTAURANTS LTD.,Hotels & restaurants,1999.0,SPECIALITY
236801,STERLING HOLIDAY RESORTS (INDIA) LTD. [MERGED],Hotels & restaurants,1986.0,STERLINHOL
239125,SUMAN MOTELS LTD.,Hotels & restaurants,1984.0,SUMANMOTEL
246814,TAJ G V K HOTELS & RESORTS LTD.,Hotels & restaurants,1995.0,TAJGVK
265165,VICEROY HOTELS LTD.,Hotels & restaurants,1965.0,VICEROY
371089,LEMON TREE HOTELS LTD.,Hotels & restaurants,1992.0,LEMONTREE
375044,BARBEQUE-NATION HOSPITALITY LTD.,Hotels & restaurants,2006.0,BARBEQUE
375762,KAUSHALYA INFRASTRUCTURE DEVP. CORPN. LTD.,Hotels & restaurants,1992.0,KAUSHALYA
379682,ASIAN HOTELS (WEST) LTD.,Hotels & restaurants,2007.0,AHLWEST
379683,ASIAN HOTELS (EAST) LTD.,Hotels & restaurants,2007.0,AHLEAST
389273,COFFEE DAY ENTERPRISES LTD.,Hotels & restaurants,2008.0,COFFEEDAY
466931,GIR NATUREVIEW RESORTS LTD.,Hotels & restaurants,2009.0,GIRRESORTS
512654,NEOPOLITAN PIZZA LTD.,Hotels & restaurants,2011.0,NEO
571696,C K P LEISURE LTD.,Hotels & restaurants,2013.0,CKPLEISURE
576616,SAPPHIRE FOODS INDIA LTD.,Hotels & restaurants,2009.0,SAPPHIRE
585303,RESTAURANT BRANDS ASIA LTD.,Hotels & restaurants,2013.0,RBA
7068,AEGIS LOGISTICS LTD.,Storage & distribution,1956.0,AEGISCHEM
78518,GANESH BENZOPLAST LTD.,Storage & distribution,1986.0,GANESHBE
88665,H M G INDUSTRIES LTD.,Storage & distribution,1987.0,HMGIND
229847,SNOWMAN LOGISTICS LTD.,Storage & distribution,1993.0,SNOWMAN
380929,KESAR TERMINALS & INFRASTRUCTURE LTD.,Storage & distribution,2008.0,KTIL
7838,AGNI GREEN POWER LTD.,Renewable electricity,1995.0,AGNI
26485,B F UTILITIES LTD.,Renewable electricity,2000.0,BFUTILITIE
47252,CHOKSI TUBE CO. LTD.,Renewable electricity,1962.0,CHOKSITUBE
99529,INDOWIND ENERGY LTD.,Renewable electricity,1995.0,INDOWIND
242448,SURANA TELECOM & POWER LTD.,Renewable electricity,1989.0,SURANAT&P
259115,USHDEV INTERNATIONAL LTD.,Renewable electricity,1994.0,USHDEVINT
380647,ORIENT GREEN POWER CO. LTD.,Renewable electricity,2006.0,GREENPOWER
389433,KARMA ENERGY LTD.,Renewable electricity,2007.0,KARMAENG
11990,ALSA MARINE & HARVESTS LTD.,Marine foods,1989.0,ALSAMARINE
48869,COASTAL CORPORATION LTD.,Marine foods,1981.0,COASTCORP
73590,FISHING FALCONS LTD.,Marine foods,1985.0,FISHFALCON
193907,RANK INDUSTRIES LTD.,Marine foods,1989.0,RANKAQUA
219108,SHARAT INDUSTRIES LTD.,Marine foods,1990.0,SHARTSEFOD
243811,SUVARNA AQUA FARM & EXPORTS LTD.,Marine foods,1991.0,SUVARNAQUA
438281,APEX FROZEN FOODS LTD.,Marine foods,2012.0,APEX
8523,AIMCO PESTICIDES LTD.,Pesticides,1987.0,AIMCOPEST
25287,BAYER CROPSCIENCE INDIA LTD. [MERGED],Pesticides,1994.0,AGREVOIND
31364,BAYER CROPSCIENCE LTD.,Pesticides,1958.0,BAYERCROP
33015,BHAGIRADHA CHEMICALS & INDS. LTD.,Pesticides,1993.0,BHAGCHEM
33901,BHARAT RASAYAN LTD.,Pesticides,1989.0,BHARATRAS
52964,CYANAMID AGRO LTD. [MERGED],Pesticides,1988.0,CYAGRO
59898,DHANUKA AGRITECH LTD.,Pesticides,1985.0,DHANUKA
72919,FICOM ORGANICS LTD. [MERGED],Pesticides,1979.0,FICOMORGAN
92390,HERANBA INDUSTRIES LTD.,Pesticides,1992.0,HERANBA
101113,INSECTICIDES (INDIA) LTD.,Pesticides,1996.0,INSECTICID
143561,MEGHMANI ORGANICS LTD. [MERGED],Pesticides,1995.0,MEGH
148959,MONTARI INDUSTRIES LTD.,Pesticides,1983.0,MONTARIND
153357,N A C L INDUSTRIES LTD.,Pesticides,1986.0,NACLIND
153376,NAGARJUNA FINANCE LTD.,Pesticides,1982.0,NAGARJUFIN
166523,P I INDUSTRIES LTD.,Pesticides,1946.0,PIIND
183791,PUNJAB CHEMICALS & CROP PROTECTION LTD.,Pesticides,1975.0,PUNJABCHEM
192276,RALLIS INDIA LTD.,Pesticides,1948.0,RALLIS
206296,SABERO ORGANICS GUJARAT LTD. [MERGED],Pesticides,1991.0,SABERORGAN
215829,U P L LTD.,Pesticides,1985.0,UPL
221374,SHIVALIK RASAYAN LTD.,Pesticides,1979.0,SHIVALIK
227139,SIKKO INDUSTRIES LTD.,Pesticides,2000.0,SIKKO
239425,SUMITOMO CHEMICAL INDIA LTD.,Pesticides,2000.0,SUMICHEM
343066,EXCEL CROP CARE LTD. [MERGED],Pesticides,1964.0,EXCELCROP
396742,INDIA PESTICIDES LTD.,Pesticides,1984.0,IPL
8354,TORRENT POWER A E C LTD. [MERGED],Conventional electricity,1913.0,TORRENTAEC
15307,ANDHRA VALLEY POWER SUPPLY CO. LTD. [MERGED],Conventional electricity,1916.0,ANDRAVALLY
68201,ENERGY DEVELOPMENT CO. LTD.,Conventional electricity,1995.0,ENERGYDEV
106583,JAIPRAKASH POWER VENTURES LTD.,Conventional electricity,1994.0,JPPOWER
109868,J S W ENERGY LTD.,Conventional electricity,1994.0,JSWENERGY
134423,MADRAS ALUMINIUM CO. LTD. [MERGED],Conventional electricity,1960.0,MALCO
245901,T C P LTD.,Conventional electricity,1971.0,TCPLTD
248112,TATA HYDRO-ELECTRIC POWER SUPPLY CO. LTD. [MERGED],Conventional electricity,1910.0,TATAHYDRO
248165,TATA POWER CO. LTD.,Conventional electricity,1919.0,TATAPOWER
372076,TORRENT POWER LTD.,Conventional electricity,2004.0,TORNTPOWER
25009,AUTOPAL INDUSTRIES LTD.,Other domestic appliances,1985.0,AUTOPALIND
27694,B S APPLIANCES LTD.,Other domestic appliances,1989.0,BPLSANUTIL
78469,BUTTERFLY GANDHIMATHI APPLIANCES LTD.,Other domestic appliances,1986.0,BUTTERFLY
91566,HAWKINS COOKERS LTD.,Other domestic appliances,1959.0,HAWKINCOOK
96566,I F B INDUSTRIES LTD.,Other domestic appliances,1974.0,IFBIND
99419,EON ELECTRIC LTD.,Other domestic appliances,1989.0,EON
99431,PANASONIC APPLIANCES INDIA CO. LTD.,Other domestic appliances,1988.0,PANASONIC
164112,ONIDA SAVAK LTD. [MERGED],Other domestic appliances,1997.0,ONIDASAVAK
174908,PHILIPS INDIA LTD.,Other domestic appliances,1930.0,PHILIPS
175012,PHOENIX LAMPS LTD. [MERGED],Other domestic appliances,1991.0,PHOENIXLL
176737,POLAR INDUSTRIES LTD.,Other domestic appliances,1982.0,POLARIND
183775,PUNJAB ANAND LAMP INDS. LTD. [MERGED],Other domestic appliances,1983.0,PUNANDLAMP
230463,SOLARSON INDUSTRIES LTD.,Other domestic appliances,1986.0,SOLARSNIND
239295,SUMEET MACHINES LTD.,Other domestic appliances,1984.0,SUMEETMACH
265390,VALUE INDUSTRIES LTD.,Other domestic appliances,1988.0,VALUEIND
272098,WHIRLPOOL WASHING MACHINES LTD. [MERGED],Other domestic appliances,1987.0,TVSWHIRL
519394,CROMPTON GREAVES CONSUMER ELECTRICALS LTD.,Other domestic appliances,2015.0,CROMPTON
558090,URAVI T & WEDGE LAMPS LTD.,Other domestic appliances,2004.0,URAVI
9793,AKSH OPTIFIBRE LTD.,Wires & cables,1986.0,AKSHOPTFBR
17728,APAR INDUSTRIES LTD.,Wires & cables,1989.0,APARINDS
22765,ASIAN CABLES & INDS. LTD. [MERGED],Wires & cables,1901.0,ASIANCABLE
36309,BIRLA CABLE LTD.,Wires & cables,1992.0,BIRLACABLE
40497,C M I LTD.,Wires & cables,1967.0,CMICABLES
51096,CORDS CABLE INDS. LTD.,Wires & cables,1991.0,CORDSCABLE
54304,D P WIRES LTD.,Wires & cables,1998.0,DPWIRES
60726,DIAMOND POWER INFRASTRUCTURE LTD.,Wires & cables,1992.0,DIAPOWER
73325,FINOLEX CABLES LTD.,Wires & cables,1967.0,FINCABLES
86826,GUJARAT OPTICAL COMMUNICATION LTD.,Wires & cables,1994.0,GUJOPTICAL
86949,GUJARAT TELEPHONE CABLES LTD.,Wires & cables,1983.0,GUJRATTELE
93947,NXTDIGITAL LTD.,Wires & cables,1985.0,NXTDIGITAL
118894,KEI INDUSTRIES LTD.,Wires & cables,1992.0,KEI
170552,PARAMOUNT COMMUNICATIONS LTD.,Wires & cables,1994.0,PARACABLES
176885,POLYCAB INDIA LTD.,Wires & cables,1996.0,POLYCAB
180372,PRECISION WIRES INDIA LTD.,Wires & cables,1989.0,PRECWIRE
187215,R P G CABLES LTD. [MERGED],Wires & cables,1982.0,RPGCABLES
192422,RAM RATNA WIRES LTD.,Wires & cables,1992.0,RAMRAT
210105,SANCO INDUSTRIES LTD.,Wires & cables,1989.0,SANCO
236922,STERLITE TECHNOLOGIES LTD.,Wires & cables,2000.0,STLTECH
252189,TORRENT CABLES LTD. [MERGED],Wires & cables,1960.0,TORRENTCAB
252192,TORRENT CABLES LTD. (1991) [MERGED],Wires & cables,1991.0,TORRENGUJ
257241,UNIFLEX CABLES LTD. [MERGED],Wires & cables,1990.0,UNIFLEX
258271,UNIVERSAL CABLES LTD.,Wires & cables,1945.0,UNIVCABLES
258595,UPCOM CABLES LTD. [MERGED],Wires & cables,1983.0,UPCOMCABLE
259862,V H E L INDUSTRIES LTD.,Wires & cables,1986.0,VIKASHYB
387597,DYNAMIC CABLES LTD.,Wires & cables,2007.0,DYCL
388227,SHILPI CABLE TECHNOLOGIES LTD.,Wires & cables,2006.0,SHILPI
389196,KRITIKA WIRES LTD.,Wires & cables,2004.0,KRITIKA
527344,V-MARC INDIA LTD.,Wires & cables,2014.0,VMARCIND
94113,CATERPILLAR POWER INDIA PVT. LTD.,Diversified machinery,1988.0,HINPOWPLUS
226821,SIEMENS LTD.,Diversified machinery,1957.0,SIEMENS
33264,BHAGYANAGAR INDIA LTD.,Copper & copper products,1985.0,BHAGYANGR
52787,CUBEX TUBINGS LTD.,Copper & copper products,1979.0,CUBEXTUB
99375,INDO GULF CORPN. LTD. [MERGED],Copper & copper products,1983.0,INDOGULF
160739,NISSAN COPPER LTD.,Copper & copper products,1989.0,NCOPPER
236915,STERLITE COMMUNICATIONS LTD. [MERGED],Copper & copper products,1987.0,STERLITCOM
236919,STERLITE INDUSTRIES (INDIA) LTD. [MERGED],Copper & copper products,1975.0,STER
433458,SAGARDEEP ALLOYS LTD.,Copper & copper products,2007.0,SAGARDEEP
521822,ELITE CONDUCTORS LTD.,Copper & copper products,2006.0,ELITE
541704,MADHAV COPPER LTD.,Copper & copper products,2012.0,MCL
21283,ASAHI INDIA GLASS LTD.,Glass & glassware,1984.0,ASAHIINDIA
29859,BANARAS BEADS LTD.,Glass & glassware,1980.0,BANARBEADS
37935,BOROSIL RENEWABLES LTD.,Glass & glassware,1962.0,BORORENEW
40152,PHILIPS GLASS INDIA LTD. [MERGED],Glass & glassware,1992.0,CGGLASS
73929,FLOATGLASS INDIA LTD. [MERGED],Glass & glassware,1991.0,FLOATGLASS
86640,GUJARAT BOROSIL LTD. [MERGED],Glass & glassware,1988.0,GUJBOROSIL
86723,PIRAMAL GLASS PVT. LTD.,Glass & glassware,1998.0,PIRGLASS
91300,HARYANA SHEET GLASS LTD.,Glass & glassware,1974.0,HARYANSHET
94131,A G I GREENPAC LTD.,Glass & glassware,1960.0,AGI
94203,HINDUSTHAN NATIONAL GLASS & INDS. LTD.,Glass & glassware,1946.0,HINDNATGLS
146320,MILTON INDUSTRIES LTD.,Glass & glassware,1985.0,MILTON
216277,SEJAL GLASS LTD.,Glass & glassware,1998.0,SEJALLTD
265296,VICTORY GLASS & INDS. LTD.,Glass & glassware,1982.0,VICTGLASS
22782,ASIAN CONSOLIDATED INDS. LTD.,Aluminium & aluminium products,1985.0,ASIANCONSO
43681,CENTURY EXTRUSIONS LTD.,Aluminium & aluminium products,1988.0,CENTEXT
93902,HINDALCO INDUSTRIES LTD.,Aluminium & aluminium products,1958.0,HINDALCO
98431,INDIA FOILS LTD. [MERGED],Aluminium & aluminium products,1960.0,IFL
98659,INDIAN ALUMINIUM CO. LTD. [MERGED],Aluminium & aluminium products,1938.0,INDAL
135690,M M P INDUSTRIES LTD.,Aluminium & aluminium products,1973.0,MMP
171018,PAREKH ALUMINEX LTD.,Aluminium & aluminium products,1994.0,PARAL
173622,ALICON CASTALLOY LTD.,Aluminium & aluminium products,1990.0,ALICON
240069,SUNDARAM-CLAYTON LTD.,Aluminium & aluminium products,1962.0,SUNCLAYLTD
414625,MANAKSIA ALUMINIUM CO. LTD.,Aluminium & aluminium products,2010.0,MANAKALUCO
524804,EURO PANEL PRODUCTS LTD.,Aluminium & aluminium products,2013.0,EUROBOND
23696,ASTRAL LTD.,"Plastic tubes, pipes, fittings & sheets",1996.0,ASTRAL
33876,BHARAT PIPES & FITTINGS LTD.,"Plastic tubes, pipes, fittings & sheets",1981.0,BHARATPIPE
42306,CAPRIHANS INDIA LTD.,"Plastic tubes, pipes, fittings & sheets",1946.0,CAPRIHANS
64669,MAHINDRA E P C IRRIGATION LTD.,"Plastic tubes, pipes, fittings & sheets",1981.0,MAHEPC
73332,FINOLEX INDUSTRIES LTD.,"Plastic tubes, pipes, fittings & sheets",1981.0,FINPIPE
83635,STYLAM INDUSTRIES LTD.,"Plastic tubes, pipes, fittings & sheets",1991.0,STYLAMIND
106263,JAIN IRRIGATION SYSTEMS LTD.,"Plastic tubes, pipes, fittings & sheets",1986.0,JISLJALEQS
106330,JAIN PLASTICS & CHEMICALS LTD. [MERGED],"Plastic tubes, pipes, fittings & sheets",1982.0,JAINPLAST
123651,KRITI INDUSTRIES (INDIA) LTD.,"Plastic tubes, pipes, fittings & sheets",1990.0,KRITI
181819,PRINCE PIPES & FITTINGS LTD.,"Plastic tubes, pipes, fittings & sheets",1987.0,PRINCEPIPE
257427,UNIPLAS INDIA LTD.,"Plastic tubes, pipes, fittings & sheets",1980.0,UNIPLAS
360032,TULSI EXTRUSIONS LTD.,"Plastic tubes, pipes, fittings & sheets",1994.0,TULSI
380663,TEXMO PIPES & PRODUCTS LTD.,"Plastic tubes, pipes, fittings & sheets",2008.0,TEXMOPIPES
384093,TIJARIA POLYPIPES LTD.,"Plastic tubes, pipes, fittings & sheets",2006.0,TIJARIA
426148,REX PIPES & CABLES INDS. LTD.,"Plastic tubes, pipes, fittings & sheets",2002.0,REXPIPES
539159,KSHITIJ POLYLINE LTD.,"Plastic tubes, pipes, fittings & sheets",2008.0,KSHITIJPOL
546359,A V S L INDUSTRIES LTD.,"Plastic tubes, pipes, fittings & sheets",2003.0,AVSL
571619,PRAKASH PIPES LTD.,"Plastic tubes, pipes, fittings & sheets",2017.0,PPL
10678,ALFA LAVAL INDIA PVT. LTD.,Industrial machinery,1937.0,ALFALAVAL
53685,WINDSOR MACHINES LTD.,Industrial machinery,1963.0,WINDMACHIN
61785,DISA INDIA LTD.,Industrial machinery,1984.0,GEORGFISCH
73790,JOHN COCKERILL INDIA LTD.,Industrial machinery,1986.0,FLATPROD
73835,FLEX ENGINEERING LTD. [MERGED],Industrial machinery,1984.0,FLEXENGG
75546,F L SMIDTH LTD. [MERGED],Industrial machinery,1984.0,FULLERKCP
76204,G E I INDUSTRIAL SYSTEMS LTD.,Industrial machinery,1993.0,GEINDSYS
76683,G M M PFAUDLER LTD.,Industrial machinery,1962.0,GMMPFAUDLR
102548,ION EXCHANGE (INDIA) LTD.,Industrial machinery,1964.0,IONEXCHANG
113706,KABRA EXTRUSION TECHNIK LTD.,Industrial machinery,1982.0,KABRAEXTRU
121149,ENVAIR ELECTRODYNE LTD.,Industrial machinery,1981.0,KIRLOSELEC
126394,LAKSHMI MACHINE WORKS LTD.,Industrial machinery,1962.0,LAXMIMACH
139685,MANUGRAPH INDIA LTD.,Industrial machinery,1972.0,MANUGRAPH
142464,MAZDA LTD.,Industrial machinery,1990.0,MAZDA
165607,OTOKLIN PLANTS & EQUIPMENTS LTD.,Industrial machinery,1982.0,OTOKLIN
176010,PITTIE CEMENT & INDS. LTD.,Industrial machinery,1991.0,PITTIECEM
178651,PRAJ INDUSTRIES LTD.,Industrial machinery,1985.0,PRAJIND
239048,SULZER INDIA PVT. LTD.,Industrial machinery,1988.0,SULZER
259546,V A TECH WABAG LTD.,Industrial machinery,1995.0,WABAG
270556,WALCHANDNAGAR INDUSTRIES LTD.,Industrial machinery,1908.0,WALCHANNAG
271932,WESTERN PAQUES (INDIA) LTD.,Industrial machinery,1995.0,WESTNPAQUE
272399,WIMCO LTD.,Industrial machinery,1923.0,WIMCOLTD
575648,ANUP ENGINEERING LTD.,Industrial machinery,2017.0,ANUP
589116,AARON INDUSTRIES LTD.,Industrial machinery,2013.0,AARON
617883,B E W ENGINEERING LTD.,Industrial machinery,2011.0,BEWLTD
11443,ALLSEC TECHNOLOGIES LTD.,ITES,1998.0,ALLSEC
49912,COMPUTER AGE MGMT. SERVICES LTD.,ITES,1988.0,CAMS
64899,T C S E-SERVE LTD. [MERGED],ITES,1984.0,E-SERVEINT
65745,ECLERX SERVICES LTD.,ITES,2000.0,ECLERX
102677,IRIS BUSINESS SERVICES LTD.,ITES,2000.0,IRIS
133694,M P S LTD.,ITES,1970.0,MPSLTD
249339,HINDUJA GLOBAL SOLUTIONS LTD.,ITES,1995.0,HGS
253565,TRICOM INDIA LTD.,ITES,1992.0,TRICOM
268535,M P S INFOTECNICS LTD.,ITES,1989.0,VISESHINFO
268631,CORAL HUB LTD.,ITES,1994.0,CORAL-HUB
305060,INTRASOFT TECHNOLOGIES LTD.,ITES,1996.0,ISFT
322563,FIRSTSOURCE SOLUTIONS LTD.,ITES,2001.0,FSL
369167,INFO EDGE (INDIA) LTD.,ITES,1995.0,NAUKRI
415123,SUVIDHAA INFOSERVE LTD.,ITES,2007.0,SUVIDHAA
537611,SOFTTECH ENGINEERS LTD.,ITES,1996.0,SOFTTECH
552417,ONE POINT ONE SOLUTIONS LTD.,ITES,2008.0,ONEPOINT
556918,W E WIN LTD.,ITES,2007.0,WEWIN
561793,TREJHARA SOLUTIONS LTD.,ITES,2017.0,TREJHARA
570857,R P S G VENTURES LTD.,ITES,2017.0,RPSGVENT
574204,KANDARP DIGI SMART B P O LTD.,ITES,2001.0,KANDARP
582819,E 2 E NETWORKS LTD.,ITES,2009.0,E2E
645219,QUADPRO ITES LTD.,ITES,2010.0,QUADPRO
655424,VIVO COLLABORATION SOLUTIONS LTD.,ITES,2012.0,VIVO
11599,ALOK INDUSTRIES LTD.,Diversified cotton textile,1986.0,ALOKINDS
112804,K P R MILL LTD.,Diversified cotton textile,2003.0,KPRMILL
138063,G B GLOBAL LTD.,Diversified cotton textile,1984.0,GBGLOBAL
139826,MARAL OVERSEAS LTD.,Diversified cotton textile,1989.0,MARALOVER
172700,PATSPIN INDIA LTD.,Diversified cotton textile,1991.0,PATSPINLTD
263842,VEEKAYEM FASHION & APPARELS LTD.,Diversified cotton textile,1985.0,VEEKAYEM
427813,JET KNITWEARS LTD.,Diversified cotton textile,1996.0,JETKNIT
12419,AMAR DYE-CHEM LTD.,Dyes & pigments,1954.0,AMARDYCHEM
21290,ASAHI SONGWON COLORS LTD.,Dyes & pigments,1990.0,ASAHISONG
24496,AKSHARCHEM (INDIA) LTD.,Dyes & pigments,1989.0,AKSHARCHEM
32716,BETA NAPHTHOL LTD.,Dyes & pigments,1982.0,BETANAPTOL
47601,CHROMATIC INDIA LTD.,Dyes & pigments,1987.0,CHROMATIC
48886,D I C INDIA LTD.,Dyes & pigments,1947.0,DICIND
49262,CLARIANT CHEMICALS (INDIA) LTD.,Dyes & pigments,1956.0,CLNINDIA
94062,HUBERGROUP INDIA PVT. LTD.,Dyes & pigments,1991.0,MICRO
96514,NAVINON LTD.,Dyes & pigments,1954.0,INDYESTUF
99706,INDOKEM LTD.,Dyes & pigments,1964.0,KHATJUNKER
108959,JAYSYNTH DYESTUFF (INDIA) LTD.,Dyes & pigments,1985.0,JAYDYSTUF
121100,KIRI INDUSTRIES LTD.,Dyes & pigments,1998.0,KIRIINDUS
139994,MARDIA CHEMICALS LTD.,Dyes & pigments,1979.0,MARDIACHEM
145085,METROCHEM INDUSTRIES LTD. [MERGED],Dyes & pigments,1987.0,METROCHEM
176274,PLASTIBLENDS INDIA LTD.,Dyes & pigments,1991.0,PLASTIBLEN
176643,PODDAR PIGMENTS LTD.,Dyes & pigments,1991.0,PODDARMENT
216844,SERENE INDUSTRIES LTD.,Dyes & pigments,1970.0,SERENDYSTF
223281,SHREE PUSHKAR CHEMICALS & FERTILISERS LTD.,Dyes & pigments,1993.0,SHREEPUSHK
238067,SUDARSHAN CHEMICAL INDS. LTD.,Dyes & pigments,1951.0,SUDARSCHEM
262111,VANAVIL DYES & CHEMICALS LTD. [MERGED],Dyes & pigments,1977.0,VANADYCHEM
265453,VIDHI SPECIALTY FOOD INGREDIENTS LTD.,Dyes & pigments,1994.0,VIDHIING
418054,PROLIFE INDUSTRIES LTD.,Dyes & pigments,1994.0,PROLIFE
514927,HINDPRAKASH INDUSTRIES LTD.,Dyes & pigments,2008.0,HPIL
585156,USHANTI COLOUR CHEM LTD.,Dyes & pigments,1993.0,UCL
12517,AMARA RAJA BATTERIES LTD.,Storage batteries,1985.0,AMARAJABAT
71060,EXIDE INDUSTRIES LTD.,Storage batteries,1947.0,EXIDEIND
83447,GOLDSTAR POWER LTD.,Storage batteries,1999.0,GOLDSTAR
88153,H B L POWER SYSTEMS LTD.,Storage batteries,1986.0,HBLPOWER
12881,AMBER ENTERPRISES INDIA LTD.,Air-conditioners & refrigerators,1990.0,AMBER
14299,JOHNSON CONTROLS-HITACHI AIR CONDITIONING INDIA LTD.,Air-conditioners & refrigerators,1984.0,JCHAC
37079,BLUE STAR LTD.,Air-conditioners & refrigerators,1949.0,BLUESTARCO
42742,CARRIER AIRCON LTD. [MERGED],Air-conditioners & refrigerators,1985.0,CARRIERAIR
66651,E K L APPLIANCES LTD. [MERGED],Air-conditioners & refrigerators,1989.0,MAHAINTL
129190,LEEL ELECTRICALS LTD.,Air-conditioners & refrigerators,1987.0,LEEL
269920,VOLTAS LTD.,Air-conditioners & refrigerators,1954.0,VOLTAS
272097,WHIRLPOOL OF INDIA LTD.,Air-conditioners & refrigerators,1960.0,WHIRLPOOL
549540,ICE MAKE REFRIGERATION LTD.,Air-conditioners & refrigerators,2009.0,ICEMAKE
99282,INDO BIOTECH FOODS LTD.,Milling products,1991.0,INDBIOFOOD
122902,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.,Milling products,1961.0,KLRF
265493,VIDIANI AGROTECH INDS. LTD.,Milling products,1992.0,VIDANIAGRO
486139,MEGASTAR FOODS LTD.,Milling products,2011.0,MEGASTAR
22859,ASIAN PAINTS LTD.,Paints & varnishes,1945.0,ASIANPAINT
32433,BERGER PAINTS INDIA LTD.,Paints & varnishes,1923.0,BERGEPAINT
84205,KANSAI NEROLAC PAINTS LTD.,Paints & varnishes,1920.0,KANSAINER
96407,AKZO NOBEL INDIA LTD.,Paints & varnishes,1954.0,AKZOINDIA
99153,INDIGO PAINTS LTD.,Paints & varnishes,2000.0,INDIGOPNTS
109222,JENSON & NICHOLSON (INDIA) LTD.,Paints & varnishes,1922.0,JENSONICOL
215267,ELANTAS BECK INDIA LTD.,Paints & varnishes,1956.0,DRBECK
218257,SHALIMAR PAINTS LTD.,Paints & varnishes,1902.0,SHALPAINTS
13711,GIRNAR SPINTEX INDS. LTD.,Diversified manufacturing,1991.0,ASIL
39071,BROOKE BOND LIPTON INDIA LTD. [MERGED],Diversified manufacturing,1912.0,BROOKBOND
41764,KOKUYO CAMLIN LTD.,Diversified manufacturing,1946.0,KOKUYOCMLN
76897,DELTA MANUFACTURING LTD.,Diversified manufacturing,1982.0,DELTAMAGNT
81568,GILLANDERS ARBUTHNOT & CO. LTD.,Diversified manufacturing,1935.0,GILLANDERS
83013,GODREJ CONSUMER PRODUCTS LTD.,Diversified manufacturing,2000.0,GODREJCP
89750,HANIL ERA TEXTILES LTD.,Diversified manufacturing,1991.0,HANILERA
98964,ADITYA BIRLA NUVO LTD. [MERGED],Diversified manufacturing,1956.0,ABIRLANUVO
99545,I A G GLASS CO. LTD.,Diversified manufacturing,1956.0,INDOASAHI
133559,MAC INDUSTRIES LTD. [MERGED],Diversified manufacturing,1982.0,MACIND
137356,MALLCOM (INDIA) LTD.,Diversified manufacturing,1983.0,MALLCOM
153595,NAGREEKA EXPORTS LTD.,Diversified manufacturing,1989.0,NAGREEKEXP
164839,ORIENT PRESS LTD.,Diversified manufacturing,1987.0,ORIENTLTD
199974,ROSSELL INDIA LTD.,Diversified manufacturing,1994.0,ROSSELLIND
209803,SAMTEL ELECTRON DEVICES LTD. [MERGED],Diversified manufacturing,1972.0,SAMELECDEV
243417,SURYAJYOTI SPINNING MILLS LTD.,Diversified manufacturing,1983.0,SURYAJYOTI
246538,T T K PRESTIGE LTD.,Diversified manufacturing,1955.0,TTKPRESTIG
248083,TATA CHEMICALS LTD.,Diversified manufacturing,1939.0,TATACHEM
248802,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Diversified manufacturing,1992.0,TIIL
250195,THAPAR AGRO MILLS LTD.,Diversified manufacturing,1980.0,THAPARAGRO
254534,TRIVENI ENGINEERING WORKS LTD. [MERGED],Diversified manufacturing,1961.0,TRIVENIENG
264465,VENLON ENTERPRISES LTD.,Diversified manufacturing,1983.0,VENLONPOLY
375672,GLOBUS SPIRITS LTD.,Diversified manufacturing,1993.0,GLOBUSSPR
377348,SITA SHREE FOOD PRODUCTS LTD.,Diversified manufacturing,1996.0,SITASHREE
406067,MAHESHWARI LOGISTICS LTD.,Diversified manufacturing,2006.0,MAHESHWARI
507773,JIYA ECO-PRODUCTS LTD.,Diversified manufacturing,2011.0,JIYAECO
524400,PASHUPATI COTSPIN LTD.,Diversified manufacturing,2017.0,PASHUPATI
31586,MRS. BECTORS FOOD SPECIALITIES LTD.,Bakery products,1995.0,BECTORFOOD
38924,BRITANNIA INDUSTRIES LTD.,Bakery products,1918.0,BRITANNIA
62499,JUBILANT FOODWORKS LTD.,Bakery products,1995.0,JUBLFOOD
586969,DANGEE DUMS LTD.,Bakery products,2010.0,DANGEE
14180,AMRUT INDUSTRIES LTD.,Dairy products,1991.0,AMRUTIND
62274,DODLA DAIRY LTD.,Dairy products,1995.0,DODLA
81718,GIRDHARILAL SUGAR & ALLIED INDS. LTD.,Dairy products,1989.0,NARMADASUG
